algorithm,param_set,instance,run,pareto_size,best_total_distance,best_max_route,elapsed_time,evaluations
NSGAII,2,Small,8,50,1140.7183333027306,273.52288117482703,0.5065360069274902,12500
NSGAII,2,Small,9,50,1190.213223712205,281.36650515769276,0.5304379463195801,12500
NSGAII,2,Small,10,50,1138.661898323758,289.7001621449858,0.5552079677581787,12500
NSGAII,2,Small,11,50,1160.240100579475,289.2669011492387,0.5157496929168701,12500
NSGAII,2,Small,12,50,1151.3425918605699,256.29013921495203,0.5260553359985352,12500
NSGAII,2,Small,13,50,1193.1094857785208,302.49953664987396,0.5181450843811035,12500
NSGAII,2,Small,14,50,1103.2104321027914,283.72303231957954,0.5251929759979248,12500
NSGAII,2,Small,15,50,1044.407995705146,279.2216410397759,0.5188992023468018,12500
NSGAII,2,Small,16,50,1267.6834179873956,264.34141614070097,0.5130088329315186,12500
NSGAII,2,Small,17,50,1115.3443308998708,300.13487454157337,0.515596866607666,12500
NSGAII,2,Small,18,50,954.113527469162,255.8249013558528,0.5118529796600342,12500
NSGAII,2,Small,19,9,1092.6961838159234,264.40121190948076,0.5592570304870605,12500
NSGAII,2,Small,20,50,1093.1973838914507,270.22611024014697,0.5134401321411133,12500
NSGAII,2,Medium,1,50,2858.3931500136428,365.35502130578726,1.1084628105163574,12500
NSGAII,2,Medium,2,50,2896.3551925699235,341.5194041455551,1.1164560317993164,12500
NSGAII,2,Medium,3,50,2881.905525690267,349.0140107279959,1.1777138710021973,12500
NSGAII,2,Medium,4,50,2872.9954915547487,341.9874295717356,1.1694986820220947,12500
NSGAII,2,Medium,5,50,2934.2976018553395,352.8301460002502,1.1157009601593018,12500
NSGAII,2,Medium,6,50,2744.254536362159,347.8426013296399,1.0700139999389648,12500
NSGAII,2,Medium,7,50,2678.2013430384186,341.6128450120366,1.1375038623809814,12500
NSGAII,2,Medium,8,50,2821.4258710589766,364.5614558674257,1.09716796875,12500
NSGAII,2,Medium,9,50,2823.830201580796,338.83688823033174,1.112441062927246,12500
NSGAII,2,Medium,10,50,2875.7783793158046,317.72635244136717,1.0926661491394043,12500
NSGAII,2,Medium,11,50,2800.6543470599777,339.45275337172706,1.1153991222381592,12500
NSGAII,2,Medium,12,50,2958.314064658407,330.87278772320997,1.056312084197998,12500
NSGAII,2,Medium,13,50,2549.8789492369147,325.57534963234696,1.104306936264038,12500
NSGAII,2,Medium,14,50,2579.1546549518503,320.537085066315,1.143829107284546,12500
NSGAII,2,Medium,15,50,2803.240342619752,327.12697235968903,1.0492091178894043,12500
NSGAII,2,Medium,16,50,2921.1504255820428,334.41597224387306,1.0613489151000977,12500
NSGAII,2,Medium,17,50,2732.3932566118906,330.5050308038773,1.1140999794006348,12500
NSGAII,2,Medium,18,50,2637.75341608341,319.90912943352737,1.092249870300293,12500
NSGAII,2,Medium,19,50,2835.3793494382835,340.6668714791041,1.1354029178619385,12500
NSGAII,2,Medium,20,50,2732.1825540502377,320.1603245025887,1.0534510612487793,12500
NSGAII,2,Large,1,50,48159.0606318079,2411.8023190413196,1.7757899761199951,12500
NSGAII,2,Large,2,50,47505.07958652379,2296.716643605849,1.8076021671295166,12500
NSGAII,2,Large,3,50,48723.17753982973,2292.583398720782,1.729844093322754,12500
NSGAII,2,Large,4,11,46456.543643602796,2191.303917924082,1.8082847595214844,12500
NSGAII,2,Large,5,50,48160.797141672,2304.5160780265487,1.8522822856903076,12500
NSGAII,2,Large,6,50,47176.517683940096,2389.3635476124355,1.9319751262664795,12500
NSGAII,2,Large,7,50,51197.20748858009,2363.2043571163235,1.9405090808868408,12500
NSGAII,2,Large,8,50,47601.03180652602,2347.84219876505,1.8445179462432861,12500
NSGAII,2,Large,9,50,48804.11652464841,2347.4237168942254,2.1255528926849365,12500
NSGAII,2,Large,10,50,51480.36547890773,2538.9939600161733,2.198375940322876,12500
NSGAII,2,Large,11,50,47175.20927037533,2340.919420925843,1.7891650199890137,12500
NSGAII,2,Large,12,50,48084.47673761181,2349.044354232557,1.71378493309021,12500
NSGAII,2,Large,13,21,47304.968052800454,2180.7679313932695,1.8299760818481445,12500
NSGAII,2,Large,14,50,47934.85596172348,2373.299667926321,1.8495752811431885,12500
NSGAII,2,Large,15,50,47863.54807860212,2358.6781430009823,1.8608579635620117,12500
NSGAII,2,Large,16,50,46873.87792532988,2381.237042801819,1.7655370235443115,12500
NSGAII,2,Large,17,50,46823.06320153372,2243.5678729949627,1.9939098358154297,12500
NSGAII,2,Large,18,50,49218.64613296647,2401.44580498228,1.8025829792022705,12500
NSGAII,2,Large,19,50,47574.78468034123,2518.74853491304,1.9718551635742188,12500
NSGAII,2,Large,20,50,51306.48312409377,2427.121043080573,2.1523258686065674,12500
NSGAII,3,Small,1,30,1308.0402862804563,344.48318295875816,0.1128702163696289,3000
NSGAII,3,Small,2,30,1347.3505030029949,310.6275600922272,0.11280322074890137,3000
NSGAII,3,Small,3,4,1218.271883130759,292.614156076145,0.11253881454467773,3000
NSGAII,3,Small,4,30,1299.394198157603,310.2111704563696,0.1100008487701416,3000
NSGAII,3,Small,5,30,1327.6472317474552,342.37106734170004,0.11463022232055664,3000
NSGAII,3,Small,6,30,1340.2663508152414,296.764510586994,0.11034536361694336,3000
NSGAII,3,Small,7,30,1299.952655221513,298.566590016342,0.10945487022399902,3000
NSGAII,3,Small,8,30,1347.8493453338535,297.34420275611757,0.11947321891784668,3000
NSGAII,3,Small,9,30,1185.5067520400119,289.6739252760637,0.11489725112915039,3000
NSGAII,3,Small,10,30,1239.415512247434,286.26902769632744,0.11026811599731445,3000
NSGAII,3,Small,11,30,1260.6688580367102,279.91675655743285,0.10983085632324219,3000
NSGAII,3,Small,12,30,1261.8447412449461,317.6825749630891,0.11200308799743652,3000
NSGAII,3,Small,13,30,1376.941338906426,330.9567634755219,0.11404204368591309,3000
NSGAII,3,Small,14,30,1114.7311455080712,298.45062077836496,0.10834288597106934,3000
NSGAII,3,Small,15,30,1158.932294878143,272.6796921130074,0.11033773422241211,3000
NSGAII,3,Small,16,30,1187.5039046950014,302.2236182863714,0.11027979850769043,3000
NSGAII,3,Small,17,30,1338.9239806388823,345.6674024401082,0.11580705642700195,3000
NSGAII,3,Small,18,30,1245.5077509373652,289.7928644579295,0.1147620677947998,3000
NSGAII,3,Small,19,30,1303.3259245940865,312.43553461191937,0.10793185234069824,3000
NSGAII,3,Small,20,30,1236.702971608996,322.84433628415104,0.1172642707824707,3000
NSGAII,3,Medium,1,30,3103.4056926928347,395.5362719005902,0.28842997550964355,3000
NSGAII,3,Medium,2,30,2907.051260504872,347.72866207663327,0.26708102226257324,3000
NSGAII,3,Medium,3,30,2983.6857323083686,380.2465762947925,0.2867588996887207,3000
NSGAII,3,Medium,4,30,3063.14492167091,380.2720049861853,0.27544593811035156,3000
NSGAII,3,Medium,5,16,2980.74957805062,334.9139820124735,0.2547590732574463,3000
NSGAII,3,Medium,6,30,3153.3717390408215,401.94056513272096,0.3060290813446045,3000
NSGAII,3,Medium,7,30,3062.162858251232,324.99766139968176,0.24987196922302246,3000
NSGAII,3,Medium,8,30,3232.2591928545635,386.325604421702,0.2599198818206787,3000
NSGAII,3,Medium,9,30,3152.054010710464,386.99575761489444,0.27535104751586914,3000
NSGAII,3,Medium,10,30,3038.9781568584776,383.68162623820183,0.2427530288696289,3000
NSGAII,3,Medium,11,30,3003.305038697601,327.40977755412837,0.308182954788208,3000
NSGAII,3,Medium,12,30,3295.040366631906,423.62630370422994,0.2938041687011719,3000
NSGAII,3,Medium,13,3,2989.1938946991067,365.4063420522483,0.2727370262145996,3000
NSGAII,3,Medium,14,30,3286.2468755448717,405.63013542361654,0.3029181957244873,3000
NSGAII,3,Medium,15,2,3143.196797245055,364.557327276694,0.24898910522460938,3000
NSGAII,3,Medium,16,16,3067.8869073112664,404.0147423757193,0.28474903106689453,3000
NSGAII,3,Medium,17,30,2918.669999006161,378.48984210006194,0.27087926864624023,3000
NSGAII,3,Medium,18,30,3143.9749895948203,382.2835104966526,0.25837278366088867,3000
NSGAII,3,Medium,19,30,2892.920436261432,394.4611896903657,0.2891981601715088,3000
NSGAII,3,Medium,20,30,3332.879234125549,369.1371285658839,0.24608302116394043,3000
NSGAII,3,Large,1,30,49329.3610410624,2434.4015456015986,0.46558213233947754,3000
NSGAII,3,Large,2,30,49783.903368824554,2219.1107001570017,0.4421682357788086,3000
NSGAII,3,Large,3,30,49777.593005839946,2376.1473451365955,0.4168860912322998,3000
NSGAII,3,Large,4,30,51392.97183993892,2524.7767296094535,0.4549281597137451,3000
NSGAII,3,Large,5,30,50629.59874815632,2351.641082222422,0.44859862327575684,3000
NSGAII,3,Large,6,30,50275.51780601281,2538.8997358542665,0.4456310272216797,3000
NSGAII,3,Large,7,30,50201.27381231116,2328.1935906157405,0.4546778202056885,3000
NSGAII,3,Large,8,30,50112.806452045144,2493.312864817648,0.4841430187225342,3000
NSGAII,3,Large,9,30,51199.38907891417,2406.0459831110625,0.5216701030731201,3000
NSGAII,3,Large,10,30,51348.652479419725,2456.782283460766,0.3961942195892334,3000
NSGAII,3,Large,11,30,49872.582062301706,2345.7001823964993,0.4966709613800049,3000
NSGAII,3,Large,12,30,52606.11200253153,2566.2580203672655,0.42822980880737305,3000
NSGAII,3,Large,13,30,48903.66276832032,2471.6662777965066,0.41564083099365234,3000
NSGAII,3,Large,14,15,49901.90419882728,2470.9127750175853,0.4470252990722656,3000
NSGAII,3,Large,15,30,50755.53428323024,2427.483129108779,0.3913109302520752,3000
NSGAII,3,Large,16,30,48743.367809462674,2446.3924539520576,0.41738295555114746,3000
NSGAII,3,Large,17,30,49610.27715338538,2473.0790584095157,0.4757661819458008,3000
NSGAII,3,Large,18,30,51567.33633792383,2473.7320077542317,0.4250502586364746,3000
NSGAII,3,Large,19,29,49665.91757967832,2362.8721802876007,0.45740509033203125,3000
NSGAII,3,Large,20,30,48218.208005939225,2650.481872069166,0.42445898056030273,3000
